,name,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,weekly_discount,monthly_discount,security_deposit_perc,cleaning_fee_perc,guests_included,extra_people_perc,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
1491,2 Bedroom Beach Pad for perfect for Families,,f,1,1,t,-33.886070000000004,151.2698,f,Apartment,Entire home/apt,3,2.0,2.0,3.0,Real Bed,,,,143.0,3.0,1,0,2,5,2,2,5,5,2.0,5.0,0,0,0,0,2,0,90.0,10.0,7.0,9.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,0.07,$350.00
7304,Large 2 bed 'Tree House feel' Apartment,,f,1,1,t,-33.791470000000004,151.2675,f,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,193.0,31.0,1,0,3,28,3,3,28,28,3.0,28.0,15,15,25,178,2,2,100.0,10.0,10.0,10.0,10.0,8.0,8.0,f,t,f,flexible,f,f,1,1,0,0,0.2,$259.00
5411,Luxurious European Getaway Home + Parking,100%,f,1,1,t,-33.81327,151.01718,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,,,820.0,12.0,1,0,14,1125,14,14,1125,1125,14.0,1125.0,0,21,51,291,0,0,,,,,,,,f,t,f,flexible,f,f,1,1,0,0,,$122.00
61,Entire apartment steps from Manly Wharf and Beach,,f,1,1,t,-33.79787,151.28668000000002,t,Apartment,Entire home/apt,6,2.5,3.0,3.0,Real Bed,,,,,,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,1,1,40.0,6.0,2.0,10.0,10.0,10.0,4.0,f,t,f,moderate,f,f,1,1,0,0,0.15,$300.00
4253,The Bay - Beautiful Studio 200m from Pittwater,100%,t,1,1,f,-33.66081,151.29788,t,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,0.0,27.0,1,0,1,14,1,1,14,14,1.0,14.0,21,42,51,200,25,25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,1,0,0,5.4,$110.00
3673,Cabbage Palm Cottage with car.,,f,1,1,t,-33.737759999999994,151.29928999999998,t,House,Entire home/apt,8,3.0,4.0,6.0,Real Bed,,,,143.0,29.0,1,0,6,1125,6,6,1125,1125,6.0,1125.0,30,60,90,365,7,0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.12,$700.00
6950,270?? Iconic Sydney Harbour View King Room,100%,t,5,5,t,-33.865590000000005,151.18997,f,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,0.0,,,508.0,42.0,1,25,1,21,1,1,21,21,1.0,21.0,0,0,0,0,21,3,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,t,t,3,1,2,0,0.24,$118.00
402,"2 Bedrooms massive apt,  5 min to Beach!",,f,1,1,f,-33.88812,151.27075,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,0.0,64.0,4,64,4,9,4,4,9,9,4.0,9.0,0,0,0,0,12,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,1,0,0,0.47,$78.00
332,Great modern apartment.,,f,1,1,f,-33.88989,151.26072,t,Apartment,Entire home/apt,2,2.0,2.0,1.0,Real Bed,,,,230.0,26.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,1,0,100.0,10.0,8.0,10.0,10.0,8.0,8.0,f,t,f,flexible,f,f,1,1,0,0,0.02,$174.00
2084,PARRAMATTA MODERN RIVER VIEW 2BR  WITH 2 PARKINGS,100%,f,17,17,f,-33.81473,151.02271000000002,f,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,,,,392.0,95.0,4,16,3,1125,3,3,1125,1125,3.0,1125.0,19,49,72,72,34,11,87.0,9.0,8.0,9.0,9.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,15,15,0,0,1.15,$153.00
6661,Easy walking to almost EVERYWHERE,100%,t,1,1,f,-33.86926,151.22079,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,13.79310345,,287.0,43.0,1,0,2,28,2,2,28,28,2.0,28.0,3,3,11,12,45,27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,2,2,0,0,1.1,$174.00
164,BAYRD - Modern With Scenic Harbour Views,85%,f,148,148,t,-33.87146,151.23073,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,652.0,150.0,1,0,31,1125,5,31,1125,1125,28.9,1125.0,2,25,55,299,4,3,85.0,9.0,8.0,9.0,9.0,10.0,8.0,f,f,f,strict_14_with_grace_period,f,f,148,148,0,0,0.19,$161.00
7135,Short or Long stay convenient location!,,f,1,1,t,-33.82577,151.19888999999998,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,152.0,,1,0,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,,$88.00
8775,Sunny Studio in Rushcutters Bay,,f,1,1,f,-33.8753,151.22564,f,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,291.0,58.0,1,0,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,6,6,100.0,10.0,10.0,9.0,10.0,9.0,10.0,f,t,f,flexible,f,f,1,1,0,0,0.53,$86.00
8780,Master Bedroom with private bathroom,,f,1,1,f,-33.877990000000004,151.17889,t,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,,,,,,1,0,21,30,21,21,30,30,21.0,30.0,8,38,68,343,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,1,0,1,0,,$71.00
5262,2bedrooms in a great location in Randwick,,f,1,1,f,-33.90647,151.24086,t,Apartment,Private room,2,1.0,2.0,2.0,Real Bed,,,,986.0,99.0,1,0,2,31,2,2,31,31,2.0,31.0,28,58,88,89,1,0,80.0,10.0,6.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,0,1,0,0.06,$71.00
6796,New York style studio in the heart of Surry Hills.,,f,1,1,f,-33.88507,151.21084,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,,,,1538.0,62.0,1,0,3,10,3,3,10,10,3.0,10.0,0,0,0,0,14,3,89.0,9.0,8.0,10.0,10.0,10.0,9.0,f,f,f,flexible,f,f,1,1,0,0,0.7,$130.00
1334,Charming Collaroy Beach Cottage,100%,t,1,1,f,-33.73754,151.30142,t,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,,,,0.0,29.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,22,52,82,173,10,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,1.04,$350.00
3860,Charming 2 bed house in the inner west,100%,t,1,1,t,-33.88595,151.16852,f,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,,,,,48.0,1,0,3,1124,3,3,1124,1124,3.0,1124.0,11,11,13,80,20,7,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,1,0,0,1.09,$105.00
1659,5 Star Hotel Style 2 Bedroom Apartment,100%,f,42,42,t,-33.91316,151.20581,f,Serviced apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,,,,0.0,50.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,14,43,70,207,16,11,92.0,10.0,10.0,10.0,10.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,42,42,0,0,1.2,$170.00
6658,Relaxing home of sheer style and convenience!,,f,1,1,f,-33.92852,151.14616999999998,f,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,,,,56.0,56.0,1,30,1,30,1,1,30,30,1.0,30.0,30,60,90,180,1,0,,,,,,,,f,t,f,moderate,f,f,1,1,0,0,0.06,$268.00
753,Luxurious Townhouse by the Ocean,100%,f,1,1,f,-34.04507,151.15687,f,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,,-35.40372671,,0.0,52.0,2,0,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,363,29,6,92.0,9.0,10.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,0,1,0,0.74,$115.00
3857,Big Private Room on Sydney Harbour ,,f,2,2,f,-33.81779,151.14219,f,Bed and breakfast,Private room,2,1.5,1.0,1.0,Real Bed,,93.57142857,,40.0,2.0,2,2,1,1,1,1,1,1,1.0,1.0,23,53,83,358,7,0,89.0,9.0,9.0,10.0,9.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,2,0,2,0,0.12,"$1,000.00"
706,Super Large 5 bedroom in Olympic Park w/2car parks,100%,f,1,1,f,-33.848279999999995,151.07371,t,Apartment,Entire home/apt,11,2.0,5.0,8.0,Real Bed,,,,242.0,64.0,1,0,2,1125,2,3,1125,1125,2.0,1125.0,8,16,35,129,37,37,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,3.06,$330.00
7665,Sunny and Cozy Apartment in the Heart of Bondi,100%,f,2,2,f,-33.89289,151.26408,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,282.0,35.0,1,10,1,40,1,1,40,40,1.0,40.0,26,56,86,86,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,2,1,1,0,1.0,$71.00
9205,Unobstructed View 2BR Elizabeth Bay,100%,t,2,2,f,-33.8708,151.22732,t,Condominium,Entire home/apt,3,1.0,1.0,2.0,Real Bed,,0.0,0.0,364.0,35.0,2,36,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,3,0,93.0,10.0,9.0,10.0,9.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.07,$275.00
9712,Randwick sunny apartment for relaxing holidays :),,f,1,1,f,-33.90851,151.24035,t,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,,,,588.0,94.0,1,18,4,42,4,40,42,42,14.3,42.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,,$85.00
5157,"??????????????????????????????????????????????????????,????????????,??????????????????",67%,f,3,3,t,-33.8811,151.19515,t,Apartment,Shared room,2,2.0,1.0,2.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,30,60,90,365,1,1,,,,,,,,f,f,f,flexible,f,f,3,2,0,1,0.12,$130.00
9400,Bright and modern 1 bed apartment in Sydney City,,f,1,1,f,-33.89372,151.19857,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,10,1125,10,14,1125,1125,12.9,1125.0,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,1,0,0,0.05,$140.00
8834,Ex Large One bedroom Guest house with kitchen etc,100%,f,2,2,f,-33.7838,151.26545,t,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,33.33333333,174.0,87.0,1,17,6,120,6,6,120,120,6.0,120.0,0,0,0,180,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,2,2,0,0,,$115.00
1834,Waterloo living flat,100%,f,3,3,f,-33.9,151.21395,f,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,,,,,1,0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,41,0,0,,,,,,,,f,t,f,flexible,f,f,3,1,2,0,,$300.00
2833,Two bedroom apartment in the Heart of the City,100%,f,10,10,f,-33.88194,151.20272,f,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,,,,190.0,60.0,1,12,1,1125,1,1,1125,1125,1.0,1125.0,22,49,79,350,0,0,,,,,,,,f,t,f,moderate,f,f,13,13,0,0,,$200.00
7122,Centrally Located CBD Apartment,,f,1,1,f,-33.87144,151.20479,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,20.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,flexible,f,f,1,1,0,0,,$249.00
8776,Relaxed Bronte Beach Holiday Home,,f,1,1,t,-33.90573,151.26606999999998,t,House,Entire home/apt,8,2.0,4.0,5.0,Real Bed,,,,103.0,26.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,,$780.00
8347,The Alison - Small Double Room Shared Bathroom,100%,f,6,6,f,-33.916779999999996,151.23715,f,Boutique hotel,Private room,1,1.0,0.0,1.0,Real Bed,,,,,,1,0,2,1125,1,3,365,365,1.0,365.0,29,59,89,294,0,0,,,,,,,,f,t,f,flexible,f,f,6,0,6,0,,$159.00
9617,Quiet clean bedroom ??????????????,,f,3,3,f,-33.9521,151.07002,f,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,,32.0,1,0,2,1125,2,2,1125,1125,2.0,1125.0,30,60,90,365,1,0,100.0,10.0,10.0,8.0,10.0,8.0,10.0,f,t,f,moderate,f,f,2,0,2,0,0.06,$95.00
9028,"Apartment 8.. Modern, Great Location with Parking!",100%,t,1,1,t,-33.910740000000004,151.17831999999999,t,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,,,,188.0,50.0,1,0,2,1124,2,7,1124,1124,3.2,1124.0,6,15,45,296,90,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,2.72,$160.00
8013,Bondi Chic - Contemporary Hotels,88%,t,61,61,t,-33.89032,151.27292,t,Apartment,Entire home/apt,6,3.0,3.0,3.0,Real Bed,,,,133.0,25.0,1,0,4,99,4,7,99,365,4.4,353.2,11,32,62,319,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,40,40,0,0,0.28,"$1,500.00"
5205,Stylish two bedroom apartment close to CBD,99%,f,74,74,f,-33.90194,151.21328,t,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,,,,228.0,54.0,4,5,2,1125,2,2,1125,1125,2.0,1125.0,5,16,46,56,29,29,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,64,64,0,0,2.98,$219.00
5049,Cashman Cottage,,f,1,1,f,-33.87007,151.17107,t,Cottage,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,,,0.0,50.0,4,33,2,30,2,2,30,30,2.0,30.0,0,0,2,2,6,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,1,0,0,0.9,$150.00
2246,Apartment in Freshwater and Manly beach,,f,1,1,f,-33.78082,151.27898000000002,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,,,,,1,0,6,8,6,6,8,8,6.0,8.0,0,0,0,0,1,0,80.0,,6.0,10.0,10.0,8.0,8.0,f,t,f,flexible,f,f,1,1,0,0,0.03,$61.00
835,Northern Beaches home from home - avail Jan 2020,,f,1,1,t,-33.74822,151.19738999999998,t,House,Entire home/apt,6,3.0,4.0,5.0,Real Bed,,,,111.0,31.0,5,11,7,21,7,7,21,21,7.0,21.0,0,0,0,112,2,0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.04,$450.00
7991,Sydney Homestay in Chinatown(Study Room & Balcony),,f,1,1,f,-33.879059999999996,151.19805,t,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,,,,231.0,23.0,1,108,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,3,0,80.0,8.0,8.0,9.0,9.0,8.0,9.0,f,f,f,moderate,f,f,1,0,1,0,0.15,$65.00
3329,Newtown security studio,100%,t,6,6,f,-33.90498,151.17691000000002,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,5,4,1,0,0.02,$148.00
4007,Sunny beach pad!,100%,t,2,2,f,-33.79439,151.28444,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,,,,259.0,41.0,2,14,2,1125,1,2,1125,1125,1.6,1125.0,9,14,36,98,84,15,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,2,2,0,0,2.06,$135.00
3184,Room in Great Christmas Beach House,,f,2,2,t,-33.894729999999996,151.26515,t,House,Private room,2,2.0,1.0,1.0,Real Bed,,19.35483871,,,,1,0,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,2,0,80.0,9.0,7.0,9.0,10.0,10.0,9.0,f,t,f,flexible,f,f,2,0,2,0,0.04,$124.00
4074,"Double room in cool, new Bondi pad",80%,f,3,3,t,-33.89262,151.26235,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,-81.81818182,-51.51515152,,107.0,1,45,1,1125,1,1,1125,1125,1.0,1125.0,0,15,45,310,17,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,3,1,2,0,0.44,$55.00
8067,??? of Newtown | Loft w Balcony | King Bed | W/D ???,100%,f,14,14,f,-33.89782,151.17671,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,400.0,64.0,4,0,3,90,1,7,90,90,3.1,90.0,12,16,46,100,6,6,83.0,9.0,9.0,10.0,10.0,10.0,9.0,f,t,f,flexible,f,f,13,13,0,0,1.37,$125.00
6538,Beautiful big room in modern house,,f,2,2,t,-33.91341,151.15615,t,House,Private room,2,1.5,1.0,1.0,Real Bed,,32.77310924,41.66666667,,,1,0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,2,0,90.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,f,strict_14_with_grace_period,f,f,2,0,2,0,0.04,$68.00
5804,Spacious room in the heart of Bondi,,f,1,1,f,-33.89287,151.26944,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,,25.0,1,31,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,0,0,,,,,,,,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,,$81.00
1193,*NEW* Beautiful 1 Bedroom at Chatswood Station CBD,,f,1,1,t,-33.79672,151.18176,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,,,133.0,67.0,1,0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,2,2,90.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.18,$225.00
6687,Beach getaway in a prime location,,f,2,2,t,-33.91387,151.26371,t,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,,,,0.0,74.0,6,15,3,1125,3,3,1125,1125,3.0,1125.0,8,38,68,159,25,7,81.0,9.0,8.0,9.0,9.0,10.0,8.0,f,t,f,flexible,f,f,1,1,0,0,1.14,$135.00
5270,Private Room2 Pharos Nest,20%,f,4,4,t,-33.90056,151.18537,t,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,,0.0,1,13,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,91,4,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,3,0,3,0,0.67,$110.00
5152,Modern house with sparkling pool,,f,1,1,t,-33.90737,151.25112,t,House,Entire home/apt,7,2.0,4.0,7.0,Real Bed,,-42.50089063,,,20.0,1,0,2,30,2,2,30,30,2.0,30.0,0,0,0,0,3,1,93.0,10.0,7.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.1,$401.00
8545,Bright and airy Harbourside studio apartment!,100%,f,1,1,f,-33.8533,151.27966999999998,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,225.0,90.0,1,0,3,1125,1,3,1125,1125,2.3,1125.0,26,51,75,160,10,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,1.54,$89.00
4800,Quaint beach cottage,,f,1,1,f,-33.73277,151.27154,t,Cottage,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,,,588.0,59.0,1,0,4,18,4,4,18,18,4.0,18.0,0,0,0,0,2,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.42,$85.00
433,Double room in Kensington Sydney,,f,2,2,f,-33.90747,151.22541999999999,t,House,Private room,2,1.0,1.0,1.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,364,3,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,2,1,1,0,0.07,$120.00
5612,Curly Treasure,,f,1,1,f,-33.76478,151.29183,t,House,Entire home/apt,10,3.5,4.0,6.0,Real Bed,,0.8746355690000001,,306.0,51.0,1,0,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,3,0,100.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,f,flexible,f,f,1,1,0,0,0.07,$490.00
6751,"WOW!YOU SHOULD BE HERE,CENTRAL LOCATION,CITY AREA",100%,f,5,5,f,-33.88576,151.19885,f,Apartment,Entire home/apt,5,1.0,1.0,4.0,Real Bed,,,,231.0,46.0,2,19,1,1125,1,3,1125,1125,1.0,1125.0,27,57,87,88,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,5,5,0,0,,$130.00
8944,The Haven in the Heights,,f,1,1,f,-33.80722,151.26455,t,House,Entire home/apt,5,3.0,4.0,4.0,Real Bed,,,,266.0,20.0,1,0,14,1125,14,14,1125,1125,14.0,1125.0,30,60,90,365,0,0,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,,$751.00
104,Beautiful Artdeco unit available,,f,1,1,f,-33.88941,151.20673,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,23.0,1,8,3,1125,3,3,1125,1125,3.0,1125.0,0,0,7,276,2,0,100.0,9.0,10.0,10.0,10.0,8.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.05,$130.00
3126,Coastal convenience,100%,f,1,1,f,-34.05746,151.15698,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,0.0,33.0,1,0,3,30,3,3,30,30,3.0,30.0,0,7,7,7,7,1,91.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.38,$180.00
1656,Executive delightful 5beds house with large pool,99%,f,29,29,f,-33.75049,151.03483,t,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,,,,193.0,135.0,1,0,3,1125,3,3,1125,1125,3.0,1125.0,23,24,24,25,3,3,60.0,8.0,8.0,10.0,8.0,9.0,7.0,f,f,f,strict_14_with_grace_period,f,f,14,14,0,0,0.67,$259.00
1533,Epping Central-BrandNew 2 bedroom luxury apartment,100%,f,3,3,f,-33.77028,151.08354,f,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,,,,205.0,67.0,4,10,3,1125,3,4,1125,1125,3.1,1125.0,0,0,27,27,16,13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,3,3,0,0,1.18,$146.00
4521,Ginger Villa,100%,t,1,1,f,-33.64267,151.32887,t,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,,,,62.0,29.0,4,15,2,7,2,2,7,7,2.0,7.0,17,46,52,53,46,41,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,flexible,f,f,1,1,0,0,3.49,$241.00
5538,Luxe Room w Private Bath & Balc,,f,1,1,t,-33.92773,151.18996,t,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,,27.84992785,32.65993266,202.0,0.0,1,0,2,13,2,2,13,13,2.0,13.0,0,0,0,0,6,1,100.0,10.0,10.0,10.0,9.0,9.0,10.0,f,t,f,flexible,f,f,1,0,1,0,0.12,$99.00
5048,Cute studio in the heart of Surry Hills & Sydney!,100%,f,9,9,t,-33.88212,151.21732,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,0.0,99.0,1,0,1,1125,1,3,1125,1125,1.1,1125.0,12,42,72,149,39,30,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,f,strict_14_with_grace_period,f,f,9,9,0,0,2.35,$107.00
9496,Designer Harbourside Apartment,100%,f,1,1,t,-33.88064,151.25768,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,,40.0,2,24,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,180,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,flexible,f,f,1,1,0,0,0.38,$125.00
1443,Cute Studio - Mardi Gra Weekend - Central,,f,1,1,f,-33.8745,151.22805,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,,,,,,1,0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,,,,,,,,f,t,f,flexible,f,f,1,1,0,0,,$300.00
214,Quintessential Oversized Paddington Terrace,,f,1,1,f,-33.88603,151.23293,t,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,,,,,,1,0,7,35,7,7,35,35,7.0,35.0,0,0,0,0,0,0,,,,,,,,f,t,f,flexible,f,f,1,1,0,0,,$500.00
5168,Cool and Breezy Bronte Semi,,f,1,1,t,-33.89912,151.26391,t,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,28.57142857,,,28.0,1,0,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,4,0,90.0,9.0,9.0,10.0,10.0,9.0,8.0,f,f,f,moderate,f,f,1,1,0,0,0.1,$180.00
3333,private room,80%,f,2,2,f,-33.954,151.13886000000002,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,,282.0,42.0,1,14,3,1125,3,3,1125,1125,3.0,1125.0,30,60,90,90,0,0,,,,,,,,f,t,f,flexible,f,f,2,0,1,1,,$71.00
4343,Cozy apartment in Mosman,100%,f,1,1,f,-33.82477,151.23398999999998,t,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,,,235.0,71.0,2,82,5,30,5,5,30,30,5.0,30.0,3,31,61,61,2,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,f,moderate,f,f,1,1,0,0,0.31,$85.00
3928,Spacious apartment in Woolloomoolo Waters,100%,t,1,1,f,-33.8708,151.22212,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,,342.0,51.0,1,0,4,1125,4,4,1125,1125,4.0,1125.0,8,38,68,69,71,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,2.32,$146.00
